HomeID,Date,Appliance,Room,Watts,HoursPerDay,SmartDevice
106,2025-07-10,Television,Living Room,233,3.8,False
106,2025-07-11,Laptop,Office,70,3.3,True
106,2025-07-11,Refrigerator,Kitchen,158,24.0,False
106,2025-07-11,Ceiling Fan,Bedroom,76,7.8,True
106,2025-07-11,Television,Living Room,235,3.7,False
106,2025-07-11,Washing Machine,Laundry,536,1.7,False
106,2025-07-11,Air Conditioner,Bedroom,1549,9.4,False
106,2025-07-12,Microwave,Kitchen,1295,0.7,False
106,2025-07-12,Refrigerator,Kitchen,155,24.0,True
106,2025-07-12,Air Conditioner,Bedroom,1549,9.0,False
106,2025-07-12,Washing Machine,Laundry,521,1.4,False
106,2025-07-12,Desk Lamp,Office,36,5.2,True
106,2025-07-12,Television,Living Room,233,5.4,False
106,2025-07-13,Refrigerator,Kitchen,161,24.0,True
106,2025-07-13,Heater,Garage,1970,4.2,False
106,2025-07-13,Microwave,Kitchen,1134,0.7,False
106,2025-07-13,Dryer,Laundry,2894,1.5,False
106,2025-07-13,Ceiling Fan,Bedroom,71,9.8,True
106,2025-07-13,Television,Living Room,212,5.2,True
106,2025-07-13,Air Conditioner,Bedroom,1423,4.3,False
106,2025-07-14,Microwave,Kitchen,1278,0.9,False
106,2025-07-14,Desk Lamp,Office,44,5.5,False
106,2025-07-14,Dryer,Laundry,2931,1.4,False
106,2025-07-14,Heater,Garage,1724,3.6,False
106,2025-07-14,Washing Machine,Laundry,476,1.1,False
106,2025-07-14,Ceiling Fan,Bedroom,89,7.4,True
106,2025-07-14,Television,Living Room,185,3.5,True
106,2025-07-15,Desk Lamp,Office,37,5.3,True
106,2025-07-15,Microwave,Kitchen,1249,0.7,False
106,2025-07-15,Television,Living Room,212,2.9,True
106,2025-07-15,Air Conditioner,Bedroom,1513,5.1,False
106,2025-07-15,Ceiling Fan,Bedroom,87,8.8,True
106,2025-07-15,Refrigerator,Kitchen,167,24.0,True
106,2025-07-15,Washing Machine,Laundry,521,1.9,True
106,2025-07-16,Desk Lamp,Office,46,6.3,True
106,2025-07-16,Washing Machine,Laundry,549,1.9,False
106,2025-07-16,Laptop,Office,61,5.7,True
106,2025-07-16,Microwave,Kitchen,1136,0.7,False
106,2025-07-16,Air Conditioner,Bedroom,1546,6.1,True
106,2025-07-16,Heater,Garage,1630,4.2,False
106,2025-07-17,Air Conditioner,Bedroom,1481,4.8,False
106,2025-07-17,Television,Living Room,213,2.5,False
106,2025-07-17,Desk Lamp,Office,58,6.8,True
106,2025-07-17,Ceiling Fan,Bedroom,72,9.9,True
106,2025-07-17,Microwave,Kitchen,1044,0.4,False
106,2025-07-17,Washing Machine,Laundry,519,1.1,False
106,2025-07-18,Laptop,Office,60,5.3,True
106,2025-07-18,Ceiling Fan,Bedroom,87,8.4,True
106,2025-07-18,Washing Machine,Laundry,460,2.0,False
106,2025-07-18,Dryer,Laundry,2918,1.2,True
106,2025-07-18,Air Conditioner,Bedroom,1440,6.0,False
106,2025-07-18,Heater,Garage,1785,4.5,False
106,2025-07-18,Television,Living Room,217,4.3,True
106,2025-07-18,Refrigerator,Kitchen,157,24.0,True
106,2025-07-19,Microwave,Kitchen,1154,0.6,False
106,2025-07-19,Heater,Garage,1793,4.0,False
106,2025-07-19,Washing Machine,Laundry,488,1.5,False
106,2025-07-19,Television,Living Room,199,4.0,True
106,2025-07-19,Refrigerator,Kitchen,146,24.0,True
106,2025-07-19,Desk Lamp,Office,32,3.3,True
106,2025-07-19,Air Conditioner,Bedroom,1504,8.9,False
106,2025-07-19,Dryer,Laundry,3119,1.0,False
106,2025-07-20,Microwave,Kitchen,1030,0.9,False
106,2025-07-20,Heater,Garage,1967,3.1,False
106,2025-07-20,Television,Living Room,202,2.8,True
106,2025-07-20,Desk Lamp,Office,43,6.1,True
106,2025-07-20,Ceiling Fan,Bedroom,86,10.9,False
106,2025-07-21,Desk Lamp,Office,60,3.0,True
106,2025-07-21,Air Conditioner,Bedroom,1488,8.0,False
106,2025-07-21,Television,Living Room,247,4.5,False
106,2025-07-21,Laptop,Office,75,7.5,True
106,2025-07-21,Washing Machine,Laundry,491,1.6,False
106,2025-07-21,Dryer,Laundry,2880,1.2,False
106,2025-07-22,Television,Living Room,212,3.8,True
106,2025-07-22,Microwave,Kitchen,1295,0.7,False
106,2025-07-22,Refrigerator,Kitchen,170,24.0,True
106,2025-07-22,Desk Lamp,Office,58,4.0,True
106,2025-07-22,Heater,Garage,1725,2.7,False
106,2025-07-23,Dryer,Laundry,3030,1.5,False
106,2025-07-23,Microwave,Kitchen,1085,0.5,False
106,2025-07-23,Heater,Garage,1700,4.8,True
106,2025-07-23,Laptop,Office,70,7.2,True
106,2025-07-23,Washing Machine,Laundry,458,1.3,False
106,2025-07-23,Refrigerator,Kitchen,168,24.0,True
106,2025-07-23,Television,Living Room,249,5.5,True
106,2025-07-23,Ceiling Fan,Bedroom,88,11.1,True
106,2025-07-24,Refrigerator,Kitchen,168,24.0,False
106,2025-07-24,Ceiling Fan,Bedroom,71,11.2,True
106,2025-07-24,Desk Lamp,Office,52,5.9,False
106,2025-07-24,Laptop,Office,77,6.6,True
106,2025-07-24,Microwave,Kitchen,1186,0.6,False
106,2025-07-25,Microwave,Kitchen,1030,0.7,False
106,2025-07-25,Television,Living Room,204,5.5,False
106,2025-07-25,Laptop,Office,74,4.4,True
106,2025-07-25,Air Conditioner,Bedroom,1485,4.7,True
106,2025-07-25,Dryer,Laundry,2951,1.4,False
106,2025-07-25,Ceiling Fan,Bedroom,74,10.9,True
106,2025-07-26,Washing Machine,Laundry,463,2.0,False
106,2025-07-26,Ceiling Fan,Bedroom,90,9.7,True
106,2025-07-26,Laptop,Office,68,3.5,True
106,2025-07-26,Television,Living Room,237,3.6,True
106,2025-07-26,Desk Lamp,Office,41,7.2,True
106,2025-07-26,Air Conditioner,Bedroom,1444,9.0,True
106,2025-07-27,Microwave,Kitchen,1047,0.6,True
106,2025-07-27,Television,Living Room,219,5.7,True
106,2025-07-27,Dryer,Laundry,3075,1.1,False
106,2025-07-27,Air Conditioner,Bedroom,1527,5.2,False
106,2025-07-27,Heater,Garage,1897,3.6,False
106,2025-07-27,Refrigerator,Kitchen,147,24.0,False
106,2025-07-27,Washing Machine,Laundry,454,1.2,False
106,2025-07-28,Laptop,Office,64,7.4,True
106,2025-07-28,Microwave,Kitchen,1068,0.8,False
106,2025-07-28,Dryer,Laundry,3087,1.2,False
106,2025-07-28,Washing Machine,Laundry,457,1.9,False
106,2025-07-28,Desk Lamp,Office,57,5.8,True
106,2025-07-28,Ceiling Fan,Bedroom,73,9.2,True
106,2025-07-28,Television,Living Room,238,2.7,True
106,2025-07-28,Refrigerator,Kitchen,160,24.0,True
106,2025-08-01,Refrigerator,Kitchen,157,24.0,True
106,2025-08-01,Television,Living Room,220,2.7,True
106,2025-08-01,Air Conditioner,Bedroom,1520,5.2,False
106,2025-08-01,Desk Lamp,Office,31,7.8,False
106,2025-08-01,Dryer,Laundry,3181,1.0,True
106,2025-08-01,Laptop,Office,69,3.1,True
106,2025-08-02,Heater,Garage,1621,2.2,False
106,2025-08-02,Washing Machine,Laundry,487,1.7,False
106,2025-08-02,Air Conditioner,Bedroom,1552,7.3,False
106,2025-08-02,Television,Living Room,240,5.8,True
106,2025-08-02,Ceiling Fan,Bedroom,80,7.9,True
106,2025-08-02,Refrigerator,Kitchen,154,24.0,True
106,2025-08-03,Heater,Garage,1999,3.3,False
106,2025-08-03,Refrigerator,Kitchen,140,24.0,True
106,2025-08-03,Ceiling Fan,Bedroom,85,8.2,True
106,2025-08-03,Laptop,Office,77,4.9,False
106,2025-08-03,Television,Living Room,182,5.2,True
106,2025-08-03,Air Conditioner,Bedroom,1499,4.3,False
106,2025-08-03,Washing Machine,Laundry,514,1.9,False
106,2025-08-03,Dryer,Laundry,2839,1.1,False
106,2025-08-04,Desk Lamp,Office,60,5.3,False
106,2025-08-04,Ceiling Fan,Bedroom,76,8.6,False
106,2025-08-04,Microwave,Kitchen,1294,1.0,False
106,2025-08-04,Dryer,Laundry,3040,1.2,True
106,2025-08-04,Television,Living Room,247,2.6,True
106,2025-08-04,Heater,Garage,1936,4.9,False
106,2025-08-04,Washing Machine,Laundry,475,1.2,True
106,2025-08-05,Microwave,Kitchen,1128,0.8,False
106,2025-08-05,Heater,Garage,1945,3.8,False
106,2025-08-05,Air Conditioner,Bedroom,1486,5.3,False
106,2025-08-05,Ceiling Fan,Bedroom,79,10.8,True
106,2025-08-05,Laptop,Office,70,6.4,True
106,2025-08-05,Dryer,Laundry,2848,1.3,False
106,2025-08-05,Television,Living Room,239,3.0,True
106,2025-08-05,Desk Lamp,Office,39,2.5,True
106,2025-08-06,Heater,Garage,1711,4.1,False
106,2025-08-06,Television,Living Room,210,5.2,True
106,2025-08-06,Air Conditioner,Bedroom,1471,9.1,False
106,2025-08-06,Washing Machine,Laundry,482,1.8,False
106,2025-08-06,Laptop,Office,62,5.2,True
106,2025-08-06,Refrigerator,Kitchen,165,24.0,True
106,2025-08-06,Desk Lamp,Office,33,3.0,True
106,2025-08-06,Microwave,Kitchen,1267,0.8,False
106,2025-08-07,Microwave,Kitchen,1055,0.5,False
106,2025-08-07,Air Conditioner,Bedroom,1522,5.4,False
106,2025-08-07,Washing Machine,Laundry,515,1.9,True
106,2025-08-07,Desk Lamp,Office,38,6.3,True
106,2025-08-07,Ceiling Fan,Bedroom,77,8.5,True
106,2025-08-07,Heater,Garage,1815,4.7,True
106,2025-08-08,Desk Lamp,Office,53,3.0,True
106,2025-08-08,Ceiling Fan,Bedroom,76,11.6,True
106,2025-08-08,Heater,Garage,1855,4.4,False
106,2025-08-08,Air Conditioner,Bedroom,1534,4.9,False
106,2025-08-08,Television,Living Room,209,5.1,True
106,2025-08-08,Laptop,Office,67,7.6,True
106,2025-08-08,Washing Machine,Laundry,506,1.6,False
106,2025-08-09,Air Conditioner,Bedroom,1560,9.5,True
106,2025-08-09,Desk Lamp,Office,40,6.5,False
106,2025-08-09,Heater,Garage,1675,2.2,False
106,2025-08-09,Laptop,Office,74,4.9,False
106,2025-08-09,Ceiling Fan,Bedroom,70,6.1,True
106,2025-08-09,Dryer,Laundry,2842,1.0,True
106,2025-08-09,Refrigerator,Kitchen,142,24.0,True
106,2025-08-10,Laptop,Office,70,4.1,False
106,2025-08-10,Ceiling Fan,Bedroom,84,9.0,True
106,2025-08-10,Microwave,Kitchen,1250,0.4,False
106,2025-08-10,Television,Living Room,207,3.5,True
106,2025-08-10,Dryer,Laundry,3028,1.3,False
106,2025-08-10,Desk Lamp,Office,60,4.6,True
106,2025-08-10,Heater,Garage,1975,2.8,False
106,2025-08-11,Washing Machine,Laundry,534,1.9,False
106,2025-08-11,Microwave,Kitchen,1001,0.8,False
106,2025-08-11,Heater,Garage,1723,4.3,False
106,2025-08-11,Ceiling Fan,Bedroom,81,10.3,True
106,2025-08-11,Refrigerator,Kitchen,148,24.0,False
106,2025-08-11,Laptop,Office,65,3.9,True
106,2025-08-12,Ceiling Fan,Bedroom,81,7.3,True
106,2025-08-12,Dryer,Laundry,2877,0.8,False
106,2025-08-12,Air Conditioner,Bedroom,1560,4.3,False
106,2025-08-12,Laptop,Office,65,3.2,False
106,2025-08-12,Washing Machine,Laundry,454,1.3,False
106,2025-08-12,Refrigerator,Kitchen,163,24.0,True
106,2025-08-12,Desk Lamp,Office,44,2.2,True
106,2025-08-13,Air Conditioner,Bedroom,1564,4.1,True
106,2025-08-13,Ceiling Fan,Bedroom,86,11.8,False
106,2025-08-13,Microwave,Kitchen,1130,0.8,False
106,2025-08-13,Desk Lamp,Office,52,6.0,True
106,2025-08-13,Laptop,Office,60,3.1,True
106,2025-08-14,Refrigerator,Kitchen,143,24.0,False
106,2025-08-14,Air Conditioner,Bedroom,1534,4.3,True
106,2025-08-14,Dryer,Laundry,3058,1.3,False
106,2025-08-14,Television,Living Room,189,5.9,True
106,2025-08-14,Washing Machine,Laundry,497,1.6,False
106,2025-08-14,Desk Lamp,Office,43,7.2,True
106,2025-08-14,Laptop,Office,76,3.4,True
106,2025-08-14,Heater,Garage,1681,4.9,False
106,2025-08-15,Air Conditioner,Bedroom,1434,4.9,True
106,2025-08-15,Washing Machine,Laundry,532,1.6,False
106,2025-08-15,Heater,Garage,1994,4.5,False
106,2025-08-15,Laptop,Office,74,6.8,False
106,2025-08-15,Desk Lamp,Office,49,4.2,True
106,2025-08-15,Refrigerator,Kitchen,151,24.0,True
106,2025-08-15,Dryer,Laundry,3075,1.0,False
106,2025-08-16,Washing Machine,Laundry,488,1.4,False
106,2025-08-16,Television,Living Room,220,4.2,True
106,2025-08-16,Dryer,Laundry,2919,0.9,False
106,2025-08-16,Heater,Garage,1851,2.2,False
106,2025-08-16,Desk Lamp,Office,31,2.0,False
106,2025-08-16,Air Conditioner,Bedroom,1471,5.0,False
106,2025-08-16,Laptop,Office,73,6.5,True
106,2025-08-16,Microwave,Kitchen,1164,0.6,False
106,2025-08-17,Desk Lamp,Office,38,4.1,True
106,2025-08-17,Washing Machine,Laundry,549,1.1,False
106,2025-08-17,Dryer,Laundry,2934,1.2,False
106,2025-08-17,Television,Living Room,194,4.7,True
106,2025-08-17,Heater,Garage,1805,4.5,False
106,2025-08-18,Heater,Garage,1650,4.6,True
106,2025-08-18,Air Conditioner,Bedroom,1487,8.8,True
106,2025-08-18,Refrigerator,Kitchen,144,24.0,True
106,2025-08-18,Washing Machine,Laundry,469,1.3,False
106,2025-08-18,Laptop,Office,65,5.5,True
106,2025-08-18,Desk Lamp,Office,33,6.9,True
106,2025-08-19,Desk Lamp,Office,43,7.4,True
106,2025-08-19,Refrigerator,Kitchen,145,24.0,False
106,2025-08-19,Washing Machine,Laundry,503,1.6,False
106,2025-08-19,Laptop,Office,72,4.1,True
106,2025-08-19,Air Conditioner,Bedroom,1410,4.1,False
106,2025-08-19,Television,Living Room,205,5.4,True
106,2025-08-19,Heater,Garage,1953,2.9,True
106,2025-08-19,Microwave,Kitchen,1137,0.7,False
106,2025-08-20,Television,Living Room,216,4.1,True
106,2025-08-20,Refrigerator,Kitchen,155,24.0,True
106,2025-08-20,Ceiling Fan,Bedroom,82,9.0,True
106,2025-08-20,Microwave,Kitchen,1168,0.4,False
106,2025-08-20,Dryer,Laundry,3047,1.2,False
106,2025-08-20,Air Conditioner,Bedroom,1524,5.3,False
106,2025-08-20,Washing Machine,Laundry,501,2.0,False
106,2025-08-21,Heater,Garage,1652,3.0,False
106,2025-08-21,Laptop,Office,79,5.5,True
106,2025-08-21,Microwave,Kitchen,1049,0.7,False
106,2025-08-21,Dryer,Laundry,3069,1.3,True
106,2025-08-21,Desk Lamp,Office,44,7.7,True
106,2025-08-21,Air Conditioner,Bedroom,1472,9.0,False
106,2025-08-22,Television,Living Room,182,2.4,True
106,2025-08-22,Dryer,Laundry,3108,1.0,True
106,2025-08-22,Refrigerator,Kitchen,168,24.0,False
106,2025-08-22,Heater,Garage,1869,4.7,True
106,2025-08-22,Ceiling Fan,Bedroom,71,8.8,True
106,2025-08-23,Washing Machine,Laundry,508,1.1,False
106,2025-08-23,Microwave,Kitchen,1107,0.3,False
106,2025-08-23,Refrigerator,Kitchen,164,24.0,True
106,2025-08-23,Desk Lamp,Office,36,7.2,True
106,2025-08-23,Air Conditioner,Bedroom,1522,8.5,False
106,2025-08-23,Heater,Garage,1906,2.0,False
106,2025-08-23,Television,Living Room,246,3.4,False
106,2025-08-23,Dryer,Laundry,3035,0.9,True
106,2025-08-24,Ceiling Fan,Bedroom,88,11.9,True
106,2025-08-24,Dryer,Laundry,3017,1.3,False
106,2025-08-24,Refrigerator,Kitchen,167,24.0,False
106,2025-08-24,Laptop,Office,80,4.4,True
106,2025-08-24,Air Conditioner,Bedroom,1500,6.8,False
106,2025-08-25,Dryer,Laundry,2884,1.0,False
106,2025-08-25,Washing Machine,Laundry,506,1.6,True
106,2025-08-25,Laptop,Office,80,3.5,True
106,2025-08-25,Air Conditioner,Bedroom,1418,6.6,False
106,2025-08-25,Television,Living Room,212,2.0,True
106,2025-08-25,Microwave,Kitchen,1051,0.6,False
106,2025-08-25,Heater,Garage,1752,4.0,True
106,2025-08-25,Refrigerator,Kitchen,149,24.0,True
106,2025-08-26,Washing Machine,Laundry,464,1.5,False
106,2025-08-26,Dryer,Laundry,2943,1.0,False
106,2025-08-26,Heater,Garage,1622,2.4,False
106,2025-08-26,Refrigerator,Kitchen,170,24.0,True
106,2025-08-26,Microwave,Kitchen,1250,0.8,False
106,2025-08-26,Television,Living Room,231,2.7,True
106,2025-08-26,Desk Lamp,Office,50,7.7,True
106,2025-08-27,Laptop,Office,68,4.6,True
106,2025-08-27,Desk Lamp,Office,33,6.2,True
106,2025-08-27,Air Conditioner,Bedroom,1453,9.7,False
106,2025-08-27,Refrigerator,Kitchen,152,24.0,True
106,2025-08-27,Washing Machine,Laundry,459,1.6,False
106,2025-08-28,Dryer,Laundry,3103,1.0,True
106,2025-08-28,Television,Living Room,202,3.4,True
106,2025-08-28,Laptop,Office,72,4.4,False
106,2025-08-28,Desk Lamp,Office,54,4.9,True
106,2025-08-28,Microwave,Kitchen,1158,0.6,False
106,2025-09-01,Heater,Garage,1918,4.6,False
106,2025-09-01,Air Conditioner,Bedroom,1564,7.7,True
106,2025-09-01,Television,Living Room,217,4.7,True
106,2025-09-01,Refrigerator,Kitchen,152,24.0,True
106,2025-09-01,Dryer,Laundry,3030,1.2,False
106,2025-09-01,Ceiling Fan,Bedroom,75,10.4,True
106,2025-09-01,Microwave,Kitchen,1166,0.5,False
106,2025-09-01,Laptop,Office,78,6.1,True
106,2025-09-02,Dryer,Laundry,2883,0.8,False
106,2025-09-02,Television,Living Room,213,2.7,True
106,2025-09-02,Ceiling Fan,Bedroom,73,11.7,True
106,2025-09-02,Desk Lamp,Office,51,3.1,False
106,2025-09-02,Laptop,Office,66,3.1,True
106,2025-09-03,Washing Machine,Laundry,494,1.1,True
106,2025-09-03,Heater,Garage,1974,2.5,True
106,2025-09-03,Microwave,Kitchen,1112,0.6,False
106,2025-09-03,Laptop,Office,79,6.9,True
106,2025-09-03,Dryer,Laundry,3132,1.0,False
106,2025-09-03,Ceiling Fan,Bedroom,89,6.7,True
106,2025-09-04,Laptop,Office,69,5.8,False
106,2025-09-04,Washing Machine,Laundry,538,1.4,False
106,2025-09-04,Desk Lamp,Office,46,5.7,True
106,2025-09-04,Ceiling Fan,Bedroom,74,6.4,True
106,2025-09-04,Heater,Garage,1613,2.3,False
106,2025-09-05,Microwave,Kitchen,1114,0.4,False
106,2025-09-05,Laptop,Office,74,5.6,True
106,2025-09-05,Desk Lamp,Office,43,4.2,True
106,2025-09-05,Refrigerator,Kitchen,150,24.0,False
106,2025-09-05,Washing Machine,Laundry,508,1.3,True
106,2025-09-05,Ceiling Fan,Bedroom,77,6.7,True
106,2025-09-05,Television,Living Room,217,4.4,False
106,2025-09-05,Air Conditioner,Bedroom,1531,6.1,False
106,2025-09-06,Desk Lamp,Office,49,6.2,False
106,2025-09-06,Washing Machine,Laundry,533,1.7,False
106,2025-09-06,Air Conditioner,Bedroom,1458,6.3,False
106,2025-09-06,Ceiling Fan,Bedroom,86,9.5,False
106,2025-09-06,Refrigerator,Kitchen,151,24.0,True
106,2025-09-06,Laptop,Office,61,5.3,True
106,2025-09-06,Heater,Garage,1953,3.7,False
106,2025-09-07,Heater,Garage,1616,2.6,False
106,2025-09-07,Washing Machine,Laundry,478,1.2,False
106,2025-09-07,Air Conditioner,Bedroom,1558,4.9,False
106,2025-09-07,Refrigerator,Kitchen,148,24.0,True
106,2025-09-07,Dryer,Laundry,2851,1.2,False
106,2025-09-08,Dryer,Laundry,3056,1.3,False
106,2025-09-08,Laptop,Office,77,7.4,True
106,2025-09-08,Washing Machine,Laundry,504,1.5,False
106,2025-09-08,Refrigerator,Kitchen,169,24.0,False
106,2025-09-08,Television,Living Room,212,5.3,True
106,2025-09-08,Air Conditioner,Bedroom,1458,4.2,False
106,2025-09-08,Heater,Garage,1613,3.4,False
106,2025-09-08,Desk Lamp,Office,44,5.9,True
106,2025-09-09,Ceiling Fan,Bedroom,90,10.2,False
106,2025-09-09,Air Conditioner,Bedroom,1600,9.4,False
106,2025-09-09,Television,Living Room,196,5.7,True
106,2025-09-09,Washing Machine,Laundry,469,1.3,False
106,2025-09-09,Heater,Garage,1916,2.9,False
106,2025-09-09,Refrigerator,Kitchen,158,24.0,True
106,2025-09-09,Laptop,Office,62,5.1,True
106,2025-09-10,Washing Machine,Laundry,492,1.7,True
106,2025-09-10,Refrigerator,Kitchen,143,24.0,True
106,2025-09-10,Desk Lamp,Office,50,3.6,True
106,2025-09-10,Laptop,Office,69,7.2,True
106,2025-09-10,Heater,Garage,1853,3.3,False
106,2025-09-11,Ceiling Fan,Bedroom,83,9.2,True
106,2025-09-11,Refrigerator,Kitchen,166,24.0,True
106,2025-09-11,Desk Lamp,Office,53,3.3,True
106,2025-09-11,Laptop,Office,77,3.3,True
106,2025-09-11,Television,Living Room,220,3.9,True
106,2025-09-12,Ceiling Fan,Bedroom,89,8.9,False
106,2025-09-12,Washing Machine,Laundry,486,1.7,True
106,2025-09-12,Refrigerator,Kitchen,162,24.0,True
106,2025-09-12,Microwave,Kitchen,1220,0.8,False
106,2025-09-12,Air Conditioner,Bedroom,1491,5.6,False
106,2025-09-12,Television,Living Room,230,3.3,True
106,2025-09-12,Heater,Garage,1803,4.6,False
106,2025-09-13,Microwave,Kitchen,1007,0.7,False
106,2025-09-13,Dryer,Laundry,2984,1.0,False
106,2025-09-13,Desk Lamp,Office,32,3.2,True
106,2025-09-13,Refrigerator,Kitchen,159,24.0,True
106,2025-09-13,Ceiling Fan,Bedroom,71,8.6,True
106,2025-09-13,Television,Living Room,189,5.5,False
106,2025-09-13,Air Conditioner,Bedroom,1593,7.5,False
106,2025-09-14,Refrigerator,Kitchen,167,24.0,False
106,2025-09-14,Washing Machine,Laundry,491,1.7,False
106,2025-09-14,Desk Lamp,Office,60,5.3,True
106,2025-09-14,Ceiling Fan,Bedroom,82,6.9,False
106,2025-09-14,Heater,Garage,1841,4.8,False
106,2025-09-14,Microwave,Kitchen,1156,0.8,False
106,2025-09-14,Television,Living Room,199,4.4,True
106,2025-09-15,Television,Living Room,211,5.4,False
106,2025-09-15,Refrigerator,Kitchen,148,24.0,True
106,2025-09-15,Microwave,Kitchen,1075,0.5,False
106,2025-09-15,Heater,Garage,1874,4.5,False
106,2025-09-15,Washing Machine,Laundry,532,1.3,False
106,2025-09-16,Air Conditioner,Bedroom,1445,6.4,True
106,2025-09-16,Washing Machine,Laundry,454,1.1,False
106,2025-09-16,Ceiling Fan,Bedroom,77,6.4,True
106,2025-09-16,Microwave,Kitchen,1247,0.7,True
106,2025-09-16,Television,Living Room,235,5.3,True
106,2025-09-16,Refrigerator,Kitchen,165,24.0,True
106,2025-09-17,Heater,Garage,1611,4.8,False
106,2025-09-17,Desk Lamp,Office,30,6.7,False
106,2025-09-17,Dryer,Laundry,3116,1.3,False
106,2025-09-17,Air Conditioner,Bedroom,1506,6.7,True
106,2025-09-17,Refrigerator,Kitchen,150,24.0,True
106,2025-09-18,Washing Machine,Laundry,539,1.5,False
106,2025-09-18,Microwave,Kitchen,1109,0.7,False
106,2025-09-18,Heater,Garage,1668,2.3,False
106,2025-09-18,Dryer,Laundry,3015,1.1,True
106,2025-09-18,Desk Lamp,Office,52,2.7,False
106,2025-09-18,Air Conditioner,Bedroom,1417,6.6,False
106,2025-09-18,Refrigerator,Kitchen,154,24.0,True
106,2025-09-18,Laptop,Office,62,4.6,True
106,2025-09-19,Microwave,Kitchen,1300,1.0,False
106,2025-09-19,Dryer,Laundry,2938,1.4,False
106,2025-09-19,Laptop,Office,67,7.3,True
106,2025-09-19,Refrigerator,Kitchen,154,24.0,True
106,2025-09-19,Heater,Garage,1932,3.4,False
106,2025-09-19,Desk Lamp,Office,46,3.9,True
106,2025-09-19,Washing Machine,Laundry,454,1.5,False
106,2025-09-19,Ceiling Fan,Bedroom,87,6.3,True
106,2025-09-20,Heater,Garage,1993,3.4,True
106,2025-09-20,Refrigerator,Kitchen,150,24.0,True
106,2025-09-20,Microwave,Kitchen,1036,0.4,False
106,2025-09-20,Washing Machine,Laundry,520,1.3,False
106,2025-09-20,Ceiling Fan,Bedroom,90,6.6,True
106,2025-09-21,Laptop,Office,62,4.1,True
106,2025-09-21,Washing Machine,Laundry,499,1.1,False
106,2025-09-21,Heater,Garage,1987,3.4,False
106,2025-09-21,Microwave,Kitchen,1209,0.9,False
106,2025-09-21,Air Conditioner,Bedroom,1478,8.6,False
106,2025-09-22,Refrigerator,Kitchen,168,24.0,False
106,2025-09-22,Dryer,Laundry,3111,1.4,True
106,2025-09-22,Ceiling Fan,Bedroom,86,7.8,True
106,2025-09-22,Washing Machine,Laundry,479,1.6,True
106,2025-09-22,Heater,Garage,1941,3.0,False
106,2025-09-23,Television,Living Room,225,3.8,False
106,2025-09-23,Desk Lamp,Office,45,7.8,True
106,2025-09-23,Air Conditioner,Bedroom,1556,7.1,True
106,2025-09-23,Microwave,Kitchen,1238,0.8,False
106,2025-09-23,Heater,Garage,1906,2.8,False
106,2025-09-23,Washing Machine,Laundry,531,1.6,False
106,2025-09-23,Ceiling Fan,Bedroom,89,6.2,False
106,2025-09-24,Television,Living Room,229,5.6,True
106,2025-09-24,Microwave,Kitchen,1120,0.4,False
106,2025-09-24,Washing Machine,Laundry,515,1.8,False
106,2025-09-24,Heater,Garage,1892,2.4,False
106,2025-09-24,Laptop,Office,79,6.4,False
106,2025-09-24,Refrigerator,Kitchen,150,24.0,True
106,2025-09-25,Desk Lamp,Office,60,3.5,True
106,2025-09-25,Dryer,Laundry,3195,1.2,False
106,2025-09-25,Air Conditioner,Bedroom,1472,7.8,False
106,2025-09-25,Refrigerator,Kitchen,145,24.0,True
106,2025-09-25,Microwave,Kitchen,1253,0.9,False
106,2025-09-25,Washing Machine,Laundry,545,1.0,True
106,2025-09-25,Laptop,Office,68,6.4,True
106,2025-09-26,Microwave,Kitchen,1144,0.3,False
106,2025-09-26,Heater,Garage,1728,2.6,False
106,2025-09-26,Refrigerator,Kitchen,163,24.0,True
106,2025-09-26,Laptop,Office,74,6.0,False
106,2025-09-26,Air Conditioner,Bedroom,1442,6.2,False
106,2025-09-26,Ceiling Fan,Bedroom,75,6.6,True
106,2025-09-26,Dryer,Laundry,3123,1.4,False
106,2025-09-27,Laptop,Office,77,3.3,True
106,2025-09-27,Heater,Garage,1618,4.2,False
106,2025-09-27,Dryer,Laundry,3134,0.9,False
106,2025-09-27,Desk Lamp,Office,31,6.1,True
106,2025-09-27,Washing Machine,Laundry,469,1.8,False
106,2025-09-27,Microwave,Kitchen,1103,0.4,False
106,2025-09-27,Air Conditioner,Bedroom,1477,8.9,False
106,2025-09-28,Heater,Garage,1715,4.6,False
106,2025-09-28,Television,Living Room,218,3.8,True
106,2025-09-28,Laptop,Office,78,3.9,True
106,2025-09-28,Microwave,Kitchen,1123,0.4,False
106,2025-09-28,Ceiling Fan,Bedroom,89,9.7,True
106,2025-09-28,Refrigerator,Kitchen,140,24.0,True
106,2025-09-28,Desk Lamp,Office,30,6.1,True
107,2025-07-01,Television,Living Room,193,3.9,False
107,2025-07-01,Heater,Garage,1687,2.0,False
107,2025-07-01,Laptop,Office,73,3.4,True
107,2025-07-01,Ceiling Fan,Bedroom,79,9.7,True
107,2025-07-01,Air Conditioner,Bedroom,1461,6.2,False
107,2025-07-01,Washing Machine,Laundry,475,1.1,False
107,2025-07-01,Desk Lamp,Office,38,6.1,True
107,2025-07-02,Microwave,Kitchen,1220,0.9,False
107,2025-07-02,Air Conditioner,Bedroom,1560,9.4,False
107,2025-07-02,Heater,Garage,1621,4.0,True
